segment1	segment2	dist
g	œ	0.9765625
g	ɔ	0.968
g	p	0.7976190476190477
g	r	0.9205298013245033
g	s	0.8785714285714286
g	š	0.881578947368421
g	t	0.8734939759036144
g	u	0.9069767441860466
g	ū	0.9024390243902439
g	v	0.8658536585365854
g	ʌ	0.9115646258503401
g	w	0.7964601769911505
g	x	0.528
g	y	0.813953488372093
g	z	0.9252873563218391
g	ž	0.8389261744966443
g	θ	0.9060773480662984
h	ä	0.8688524590163934
h	ā	0.9327731092436975
h	æ	0.8709677419354839
h	b	0.8156424581005587
h	c	0.8972602739726028
h	č	0.8794326241134752
h	d	0.8936170212765957
h	ð	0.7435897435897436
h	e	0.9113924050632911
h	ē	0.9047619047619048
h	ɛ	0.8102189781021898
h	f	0.7291666666666667
h	g	0.8819875776397516
h	h	0
h	i	0.9428571428571428
h	ī	0.9402985074626866
h	ɨ	0.9705882352941176
h	ʝ	0.9155844155844156
h	k	0.8333333333333334
h	l	0.8972602739726028
h	m	0.8689655172413793
h	n	0.8369565217391304
h	ŋ	0.9166666666666666
h	o	0.9507042253521126
h	O	0.9327731092436975
h	ō	0.9481481481481482
h	œ	0.8584070796460177
h	ɔ	0.9327731092436975
h	p	0.7341772151898734
h	r	0.8972602739726028
h	s	0.9310344827586207
h	š	0.8085106382978724
h	t	0.84375
h	u	0.9703703703703703
h	ū	0.9689922480620154
h	v	0.8129032258064516
h	ʌ	0.9536423841059603
h	w	0.928
h	x	0.7534246575342466
h	y	0.8731343283582089
h	z	0.8922155688622755
h	ž	0.875
h	θ	0.7435897435897436
i	ä	0.8131868131868132
i	ā	0.8977272727272727
i	æ	0.735632183908046
i	b	0.96
i	c	0.9765625
i	č	0.9243697478991597
i	d	0.9828571428571429
i	ð	0.9815950920245399
i	e	0.5360824742268041
i	ē	0.6632653061224489
i	ɛ	0.7333333333333334
i	f	0.952054794520548
i	g	0.9130434782608696
i	h	0.9428571428571428
i	i	0
i	ī	0.37681159420289856
i	ɨ	0.6904761904761905
i	ʝ	0.9296875
i	k	0.9097744360902256
i	l	0.9435483870967742
i	m	0.9448818897637795
i	n	0.9834254143646409
i	ŋ	0.9134615384615384
i	o	0.8333333333333334
i	O	0.9340659340659341
i	ō	0.8686868686868687
i	œ	0.8620689655172413
i	ɔ	0.9101123595505618
i	p	0.9570552147239264
i	r	0.9435483870967742
i	s	0.9754098360655737
i	š	0.9302325581395349
i	t	0.9802631578947368
i	u	0.7325581395348837
i	ū	0.8023255813953488
i	v	0.9523809523809523
i	ʌ	0.7326732673267327
i	w	0.8314606741573034
i	x	0.9142857142857143
i	y	0.5595238095238095
i	z	0.9802631578947368
i	ž	0.9318181818181819
i	θ	0.9815950920245399
ī	ä	0.7407407407407407
ī	ā	0.8625
ī	æ	0.8045977011494253
ī	b	0.9585798816568047
ī	c	0.9754098360655737
ī	č	0.9203539823008849
ī	d	0.9822485207100592
ī	ð	0.9808917197452229
ī	e	0.6796116504854368
ī	ē	0.5294117647058824
ī	ɛ	0.7904761904761904
ī	f	0.95
ī	g	0.9090909090909091
ī	h	0.9402985074626866
ī	i	0.37681159420289856
ī	ī	0
ī	ɨ	0.5555555555555556
ī	ʝ	0.9262295081967213
ī	k	0.905511811023622
ī	l	0.940677966101695
ī	m	0.9421487603305785
ī	n	0.9828571428571429
ī	ŋ	0.9081632653061225
ī	o	0.87
ī	O	0.9166666666666666
ī	ō	0.8351648351648352
ī	œ	0.8227848101265822
ī	ɔ	0.9294117647058824
ī	p	0.9554140127388535
ī	r	0.940677966101695
ī	s	0.9741379310344828
ī	š	0.926829268292683
ī	t	0.9794520547945206
ī	u	0.8023255813953488
ī	ū	0.7402597402597403
ī	v	0.950354609929078
ī	ʌ	0.8155339805825242
ī	w	0.8604651162790697
ī	x	0.9104477611940298
ī	y	0.6627906976744187
ī	z	0.9794520547945206
ī	ž	0.9285714285714286
ī	θ	0.9808917197452229
ɨ	ä	0.8764044943820225
ɨ	ā	0.7464788732394366
ɨ	æ	0.9032258064516129
ɨ	b	0.9824561403508771
ɨ	c	0.9918032786885246
ɨ	č	0.9655172413793104
ɨ	d	0.9940828402366864
ɨ	ð	0.9936305732484076
ɨ	e	0.8347826086956522
ɨ	ē	0.77
ɨ	ɛ	0.8839285714285714
ɨ	f	0.9788732394366197
ɨ	g	0.8548387096774194
ɨ	h	0.9705882352941176
ɨ	i	0.6904761904761905
ɨ	ī	0.5555555555555556
ɨ	ɨ	0
ɨ	ʝ	0.968
ɨ	k	0.8487394957983193
ɨ	l	0.975
ɨ	m	0.975609756097561
ɨ	n	0.9942857142857143
ɨ	ŋ	0.8709677419354839
ɨ	o	0.7934782608695652
ɨ	O	0.858974358974359
ɨ	ō	0.7160493827160495
ɨ	œ	0.9166666666666666
ɨ	ɔ	0.8875
ɨ	p	0.9811320754716981
ɨ	r	0.975
ɨ	s	0.9913793103448276
ɨ	š	0.9682539682539683
ɨ	t	0.9931506849315068
ɨ	u	0.6533333333333333
ɨ	ū	0.4920634920634921
ɨ	v	0.9790209790209791
ɨ	ʌ	0.6813186813186813
ɨ	w	0.7692307692307692
ɨ	x	0.8571428571428572
ɨ	y	0.8105263157894737
ɨ	z	0.9931506849315068
ɨ	ž	0.9689922480620154
ɨ	θ	0.9936305732484076
ʝ	ä	0.9758064516129032
ʝ	ā	0.991304347826087
ʝ	æ	0.9761904761904762
ʝ	b	0.7891566265060241
ʝ	c	0.728813559322034
ʝ	č	0.4526315789473684
ʝ	d	0.6866666666666666
ʝ	ð	0.8580246913580247
ʝ	e	0.9545454545454546
ʝ	ē	0.951048951048951
ʝ	ɛ	0.8905109489051095
ʝ	f	0.868421052631579
ʝ	g	0.7664233576642336
ʝ	h	0.9155844155844156
ʝ	i	0.9296875
ʝ	ī	0.9262295081967213
ʝ	ɨ	0.968
ʝ	ʝ	0
ʝ	k	0.8450704225352113
ʝ	l	0.8721804511278195
ʝ	m	0.8582089552238806
ʝ	n	0.7916666666666666
ʝ	ŋ	0.831858407079646
ʝ	o	0.9777777777777777
ʝ	O	0.991304347826087
ʝ	ō	0.9765625
ʝ	œ	0.9739130434782609
ʝ	ɔ	0.991304347826087
ʝ	p	0.8614457831325302
ʝ	r	0.8721804511278195
ʝ	s	0.7899159663865546
ʝ	š	0.6347826086956522
ʝ	t	0.8
ʝ	u	0.967741935483871
ʝ	ū	0.9661016949152542
ʝ	v	0.7986111111111112
ʝ	ʌ	0.9791666666666666
ʝ	w	0.9210526315789473
ʝ	x	0.8823529411764706
ʝ	y	0.8429752066115702
ʝ	z	0.7111111111111111
ʝ	ž	0.4158415841584159
ʝ	θ	0.8580246913580247
k	ä	0.9694656488549618
k	ā	0.9491525423728814
k	æ	0.9699248120300752
k	b	0.8057142857142857
k	c	0.9027777777777778
k	č	0.7795275590551181
k	d	0.8858695652173914
k	ð	0.877906976744186
k	e	0.94375
k	ē	0.9395973154362416
k	ɛ	0.8732394366197183
k	f	0.875
k	g	0.36111111111111116
k	h	0.8333333333333334
k	i	0.9097744360902256
k	ī	0.905511811023622
k	ɨ	0.8487394957983193
k	ʝ	0.8450704225352113
k	k	0
k	l	0.9466666666666667
k	m	0.8661971830985915
k	n	0.9123711340206185
k	ŋ	0.6
k	o	0.9343065693430657
k	O	0.9666666666666667
k	ō	0.9307692307692308
k	œ	0.975609756097561
k	ɔ	0.9666666666666667
k	p	0.7039473684210527
k	r	0.9466666666666667
k	s	0.9219858156028369
k	š	0.8461538461538461
k	t	0.8258064516129032
k	u	0.9032258064516129
k	ū	0.8983050847457628
k	v	0.9030303030303031
k	ʌ	0.9084507042253521
k	w	0.787037037037037
k	x	0.34259259259259256
k	y	0.8064516129032258
k	z	0.9479768786127167
k	ž	0.88
k	θ	0.877906976744186
l	ä	0.9385964912280702
l	ā	0.9719626168224299
l	æ	0.9396551724137931
l	b	0.7888198757763976
l	c	0.8387096774193549
l	č	0.9153846153846154
l	d	0.6827586206896552
l	ð	0.6934306569343065
l	e	0.8928571428571429
l	ē	0.8837209302325582
l	ɛ	0.9496402877697842
l	f	0.8472222222222222
l	g	0.9205298013245033
l	h	0.8972602739726028
l	i	0.9435483870967742
l	ī	0.940677966101695
l	ɨ	0.975
l	ʝ	0.8721804511278195
l	k	0.9466666666666667
l	l	0
l	m	0.8515625
l	n	0.5298507462686567
l	ŋ	0.95
l	o	0.944
l	O	0.9719626168224299
l	ō	0.940677966101695
l	œ	0.9333333333333333
l	ɔ	0.9719626168224299
l	p	0.8490566037735849
l	r	0
l	s	0.7787610619469026
l	š	0.8814814814814815
l	t	0.782608695652174
l	u	0.9747899159663865
l	ū	0.9734513274336283
l	v	0.781021897810219
l	ʌ	0.9477611940298507
l	w	0.9913793103448276
l	x	0.9215686274509804
l	y	0.9770992366412213
l	z	0.6666666666666667
l	ž	0.8153846153846154
l	θ	0.6934306569343065
m	ä	0.9401709401709402
m	ā	0.9727272727272728
m	æ	0.9411764705882353
m	b	0.4409448818897638
m	c	0.8240000000000001
m	č	0.9007633587786259
m	d	0.6891891891891893
m	ð	0.8258064516129032
m	e	0.8951048951048951
m	ē	0.8863636363636364
m	ɛ	0.7786885245901639
m	f	0.7388059701492538
m	g	0.8057553956834532
m	h	0.8689655172413793
m	i	0.9448818897637795
m	ī	0.9421487603305785
m	ɨ	0.975609756097561
m	ʝ	0.8582089552238806
m	k	0.8661971830985915
m	l	0.8515625
m	m	0
m	n	0.7730061349693251
m	ŋ	0.71
m	o	0.9453125
m	O	0.9727272727272728
m	ō	0.9421487603305785
m	œ	0.9351851851851852
m	ɔ	0.9727272727272728
m	p	0.6015037593984962
m	r	0.8515625
m	s	0.4838709677419355
m	š	0.9230769230769231
m	t	0.7697841726618705
m	u	0.9754098360655737
m	ū	0.9741379310344828
m	v	0.6614173228346456
m	ʌ	0.948905109489051
m	w	0.9380530973451328
m	x	0.8947368421052632
m	y	0.8770491803278688
m	z	0.8287671232876712
m	ž	0.8943661971830986
m	θ	0.8258064516129032
n	ä	0.9824561403508771
n	ā	0.9938271604938271
n	æ	0.9826589595375722
n	b	0.6298342541436464
n	c	0.7531645569620253
n	č	0.8654970760233918
n	d	0.40522875816993464
n	ð	0.4429530201342282
n	e	0.9651741293532339
n	ē	0.9631578947368421
n	ɛ	0.9301075268817205
n	f	0.7556818181818181
n	g	0.8691099476439791
n	h	0.8369565217391304
n	i	0.9834254143646409
n	ī	0.9828571428571429
n	ɨ	0.9942857142857143
n	ʝ	0.7916666666666666
n	k	0.9123711340206185
n	l	0.5298507462686567
n	m	0.7730061349693251
n	n	0
n	ŋ	0.9216867469879518
n	o	0.9835164835164835
n	O	0.9938271604938271
n	ō	0.9828571428571429
n	œ	0.9814814814814815
n	ɔ	0.9938271604938271
n	p	0.7513227513227514
n	r	0.5298507462686567
n	s	0.6549295774647887
n	š	0.8070175438596492
n	t	0.6358024691358024
n	u	0.9942528735632183
n	ū	0.9940476190476191
n	v	0.6335403726708074
n	ʌ	0.9842931937172775
n	w	0.9820359281437125
n	x	0.8704663212435233
n	y	0.9611111111111111
n	z	0.39855072463768115
n	ž	0.689873417721519
n	θ	0.4429530201342282
ŋ	ä	0.97
ŋ	ā	0.9545454545454546
ŋ	æ	0.9705882352941176
ŋ	b	0.8200000000000001
ŋ	c	0.95
ŋ	č	0.8715596330275229
ŋ	d	0.891025641025641
ŋ	ð	0.9407894736842105
ŋ	e	0.9461538461538461
ŋ	ē	0.9411764705882353
ŋ	ɛ	0.8672566371681416
ŋ	f	0.927536231884058
ŋ	g	0.45744680851063835
ŋ	h	0.9166666666666666
ŋ	i	0.9134615384615384
ŋ	ī	0.9081632653061225
ŋ	ɨ	0.8709677419354839
ŋ	ʝ	0.831858407079646
ŋ	k	0.6
ŋ	l	0.95
ŋ	m	0.71
ŋ	n	0.9216867469879518
ŋ	ŋ	0
ŋ	o	0.9142857142857143
ŋ	O	0.9545454545454546
ŋ	ō	0.9081632653061225
ŋ	œ	0.967032967032967
ŋ	ɔ	0.9545454545454546
ŋ	p	0.8698630136986302
ŋ	r	0.95
ŋ	s	0.8235294117647058
ŋ	š	0.9008264462809917
ŋ	t	0.920863309352518
ŋ	u	0.8695652173913043
ŋ	ū	0.8604651162790697
ŋ	v	0.9044117647058824
ŋ	ʌ	0.9210526315789473
ŋ	w	0.6973684210526316
ŋ	x	0.6875
ŋ	y	0.8041237113402062
ŋ	z	0.951048951048951
ŋ	ž	0.8760330578512396
ŋ	θ	0.9407894736842105
o	ä	0.8877551020408163
o	ā	0.8192771084337349
o	æ	0.84375
o	b	0.9602272727272727
o	c	0.9767441860465116
o	č	0.9761904761904762
o	d	0.9829545454545454
o	ð	0.9817073170731707
o	e	0.7232142857142857
o	ē	0.7889908256880733
o	ɛ	0.8347826086956522
o	f	0.9523809523809523
o	g	0.9366197183098591
o	h	0.9507042253521126
o	i	0.8333333333333334
