var_p	var_s	variation	string	resp1	resp2	log_odds	gcm
2	0.7	hotelban/hotelben	zarcég	7	22	-1.0560526742493137	0.5432456183034082
2	0.7	hotelban/hotelben	zatéj	12	14	-0.1431008436406733	0.5711025869985533
2	0.7	hotelban/hotelben	zihenc	1	28	-2.6741486494265287	0.4925740014729831
2	0.7	hotelban/hotelben	zined	1	25	-2.5649493574615367	0.5038407130948486
2	0.7	hotelban/hotelben	zopéj	16	11	0.3483066942682158	0.5431513659778722
2	0.7	hotelban/hotelben	žáder	11	15	-0.2876820724517809	0.4968229807045896
2	0.7	hotelban/hotelben	žádév	14	12	0.14310084364067324	0.5408657081332157
2	0.7	hotelban/hotelben	žalrén	13	14	-0.06899287148695143	0.536766970808089
2	0.7	hotelban/hotelben	žigén	3	26	-1.9095425048844383	0.544766703739672
2	0.7	hotelban/hotelben	žopéd	20	7	0.965080896043587	0.5358786037454686
2	0.7	hotelban/hotelben	žúdel	6	21	-1.1451323043030026	0.5038804445152167
2	0.7	hotelban/hotelben	zuten	6	23	-1.2321436812926323	0.5132943240988769
